product_id,sku,product_name,category,subcategory,brand,price,cost,stock_quantity,avg_rating,num_reviews,launch_date,weight,is_eco_friendly,is_ai_enabled,is_bestseller,created_at,updated_at
PROD-2025-000404,HP-ELE-0404,HP Gaming Max 2025,Electronics,Gaming,HP,1971.16,1189.74,453,4.83,7,2025-09-11,7.92,False,True,False,2025-01-01,2025-09-11
PROD-2025-000405,WIL-HOM-0405,Williams Sonoma Kitchen Pro 2025,Home & Garden,Kitchen,Williams Sonoma,571.8,350.93,374,4.51,45,2025-08-03,2.47,False,False,False,2025-01-01,2025-08-03
PROD-2025-000406,ADI-SPO-0406,Adidas Team Sports Ultra 2025,Sports,Team Sports,Adidas,506.75,334.6,494,4.13,33,2025-02-04,8.84,False,False,False,2025-01-01,2025-02-04
PROD-2025-000407,LOW-HOM-0407,Lowes Decor Smart 2025,Home & Garden,Decor,Lowes,229.21,171.73,224,5.0,20,2025-09-06,0.94,False,False,False,2025-01-01,2025-09-06
PROD-2025-000408,ADI-FAS-0408,Adidas Accessories Max 2025,Fashion,Accessories,Adidas,236.78,158.1,171,3.75,60,2025-01-23,8.37,False,False,False,2025-01-01,2025-01-23
PROD-2025-000409,MAR-BOO-0409,Marvel E-books Ultra 2025,Books,E-books,Marvel,33.45,20.71,89,4.86,60,2025-10-07,3.09,True,False,False,2025-01-01,2025-10-07
PROD-2025-000410,NIV-HEA-0410,Nivea Skincare Classic 2025,Health & Beauty,Skincare,Nivea,138.78,86.39,263,4.37,7,2025-01-01,9.11,False,False,False,2025-01-01,2025-01-01
PROD-2025-000411,GUC-FAS-0411,Gucci Watches Smart 2025,Fashion,Watches,Gucci,687.19,548.61,335,4.78,23,2025-02-24,6.3,False,False,False,2025-01-01,2025-02-24
PROD-2025-000412,DC-BOO-0412,DC Non-Fiction Max 2025,Books,Non-Fiction,DC,11.63,8.45,379,3.95,102,2025-07-19,0.73,False,False,False,2025-01-01,2025-07-19
PROD-2025-000413,PEN-BOO-0413,Penguin Non-Fiction Elite 2025,Books,Non-Fiction,Penguin,50.77,33.12,392,3.9,0,2025-04-26,8.11,False,False,False,2025-01-01,2025-04-26
PROD-2025-000414,SAM-ELE-0414,Samsung Gaming Elite 2025,Electronics,Gaming,Samsung,527.27,356.19,121,3.49,90,2025-10-19,0.91,False,True,False,2025-01-01,2025-10-19
PROD-2025-000415,PRA-FAS-0415,Prada Jewelry Pro 2025,Fashion,Jewelry,Prada,467.31,334.88,462,4.34,51,2025-03-08,8.73,True,False,False,2025-01-01,2025-03-08
PROD-2025-000416,REI-SPO-0416,REI Fitness Advanced 2025,Sports,Fitness,REI,1007.84,635.91,407,4.83,85,2025-05-28,4.46,True,False,False,2025-01-01,2025-05-28
PROD-2025-000417,THE-HEA-0417,The Body Shop Personal Care Pro 2025,Health & Beauty,Personal Care,The Body Shop,147.02,107.27,166,5.0,90,2025-05-02,6.76,True,False,False,2025-01-01,2025-05-02
PROD-2025-000418,DC-BOO-0418,DC Fiction Elite 2025,Books,Fiction,DC,58.95,44.84,278,4.55,8,2025-03-17,8.28,False,False,False,2025-01-01,2025-03-17
PROD-2025-000419,NOR-SPO-0419,North Face Water Sports Advanced 2025,Sports,Water Sports,North Face,786.81,579.87,191,3.86,77,2025-09-13,3.13,False,False,False,2025-01-01,2025-09-13
PROD-2025-000420,IKE-HOM-0420,IKEA Garden Advanced 2025,Home & Garden,Garden,IKEA,1453.14,909.34,330,4.11,90,2025-05-25,5.23,True,False,False,2025-01-01,2025-05-25
PROD-2025-000421,NIK-FAS-0421,Nike Watches Classic 2025,Fashion,Watches,Nike,384.45,294.92,12,4.36,151,2025-05-02,4.78,True,False,False,2025-01-01,2025-05-02
PROD-2025-000422,LOW-HOM-0422,Lowes Kitchen Classic 2025,Home & Garden,Kitchen,Lowes,597.65,411.36,446,4.19,2,2025-04-08,9.59,True,False,False,2025-01-01,2025-04-08
PROD-2025-000423,NIV-HEA-0423,Nivea Personal Care Premium 2025,Health & Beauty,Personal Care,Nivea,39.77,27.35,245,3.32,22,2025-12-03,1.59,False,False,False,2025-01-01,2025-12-03
PROD-2025-000424,HOM-HOM-0424,Home Depot Tools Max 2025,Home & Garden,Tools,Home Depot,772.94,483.92,351,3.73,95,2025-07-04,4.51,True,False,False,2025-01-01,2025-07-04
PROD-2025-000425,SON-ELE-0425,Sony Gaming Max 2025,Electronics,Gaming,Sony,2597.03,1824.87,26,4.63,62,2025-09-01,2.9,False,False,False,2025-01-01,2025-09-01
PROD-2025-000426,L'O-HEA-0426,L'Oreal Personal Care Smart 2025,Health & Beauty,Personal Care,L'Oreal,55.18,35.59,191,5.0,28,2025-09-15,9.32,False,False,False,2025-01-01,2025-09-15
PROD-2025-000427,MIC-ELE-0427,Microsoft Laptops Classic 2025,Electronics,Laptops,Microsoft,134.33,87.37,97,3.86,15,2025-11-22,2.82,False,False,False,2025-01-01,2025-11-22
PROD-2025-000428,GOO-ELE-0428,Google Smartphones Pro 2025,Electronics,Smartphones,Google,1557.86,1118.54,148,5.0,114,2025-07-11,8.17,True,True,True,2025-01-01,2025-07-11
PROD-2025-000429,NIK-SPO-0429,Nike Team Sports Ultra 2025,Sports,Team Sports,Nike,381.22,268.57,217,4.35,14,2025-10-30,2.0,True,False,False,2025-01-01,2025-10-30
PROD-2025-000430,H&M-FAS-0430,H&M Bags Advanced 2025,Fashion,Bags,H&M,841.67,575.59,113,3.98,9,2025-06-03,2.64,True,False,False,2025-01-01,2025-06-03
PROD-2025-000431,MAR-BOO-0431,Marvel Non-Fiction Premium 2025,Books,Non-Fiction,Marvel,40.8,24.89,240,4.5,52,2025-05-07,8.85,False,False,False,2025-01-01,2025-05-07
PROD-2025-000432,CB2-HOM-0432,CB2 Decor Ultra 2025,Home & Garden,Decor,CB2,761.5,573.34,354,5.0,232,2025-11-13,9.98,False,False,True,2025-01-01,2025-11-13
PROD-2025-000433,PAT-SPO-0433,Patagonia Outdoor Smart 2025,Sports,Outdoor,Patagonia,596.59,413.41,148,5.0,163,2025-07-02,3.29,False,False,True,2025-01-01,2025-07-02
PROD-2025-000434,IKE-HOM-0434,IKEA Decor Ultra 2025,Home & Garden,Decor,IKEA,1038.49,674.21,26,5.0,82,2025-03-28,5.29,False,False,False,2025-01-01,2025-03-28
PROD-2025-000435,ADI-FAS-0435,Adidas Accessories Elite 2025,Fashion,Accessories,Adidas,146.18,110.31,119,3.8,8,2025-04-18,3.84,False,False,False,2025-01-01,2025-04-18
PROD-2025-000436,HOM-HOM-0436,Home Depot Garden Premium 2025,Home & Garden,Garden,Home Depot,1589.08,967.17,290,3.31,14,2025-12-19,9.21,False,False,False,2025-01-01,2025-12-19
PROD-2025-000437,CLI-HEA-0437,Clinique Personal Care Ultra 2025,Health & Beauty,Personal Care,Clinique,213.94,160.09,72,3.94,26,2025-11-20,1.54,False,False,False,2025-01-01,2025-11-20
PROD-2025-000438,PEN-BOO-0438,Penguin Comics Premium 2025,Books,Comics,Penguin,63.07,44.13,52,4.75,64,2025-07-11,9.57,False,False,False,2025-01-01,2025-07-11
PROD-2025-000439,SEP-HEA-0439,Sephora Wellness Premium 2025,Health & Beauty,Wellness,Sephora,32.36,21.74,169,3.45,38,2025-04-02,4.62,False,False,False,2025-01-01,2025-04-02
PROD-2025-000440,MIC-ELE-0440,Microsoft Smartphones Premium 2025,Electronics,Smartphones,Microsoft,1404.58,1089.06,187,5.0,100,2025-07-17,6.69,False,True,False,2025-01-01,2025-07-17
PROD-2025-000441,SON-ELE-0441,Sony Smartphones Smart 2025,Electronics,Smartphones,Sony,461.28,321.47,16,5.0,78,2025-10-16,0.29,False,True,False,2025-01-01,2025-10-16
PROD-2025-000442,DC-BOO-0442,DC Comics Advanced 2025,Books,Comics,DC,59.38,42.07,92,4.17,64,2025-12-18,5.2,False,False,False,2025-01-01,2025-12-18
PROD-2025-000443,PRA-FAS-0443,Prada Watches Ultra 2025,Fashion,Watches,Prada,665.51,449.6,229,3.84,18,2025-08-23,3.01,True,False,False,2025-01-01,2025-08-23
PROD-2025-000444,L'O-HEA-0444,L'Oreal Makeup Elite 2025,Health & Beauty,Makeup,L'Oreal,254.57,173.63,214,4.49,5,2025-05-18,6.12,True,False,False,2025-01-01,2025-05-18
PROD-2025-000445,WIL-HOM-0445,Williams Sonoma Decor Ultra 2025,Home & Garden,Decor,Williams Sonoma,537.74,396.59,414,5.0,51,2025-07-22,9.65,False,False,False,2025-01-01,2025-07-22
PROD-2025-000446,ULT-HEA-0446,Ulta Skincare Max 2025,Health & Beauty,Skincare,Ulta,193.04,153.85,312,4.0,65,2025-10-12,3.67,True,False,False,2025-01-01,2025-10-12
PROD-2025-000447,DEL-ELE-0447,Dell Headphones Smart 2025,Electronics,Headphones,Dell,1704.63,1048.81,209,5.0,86,2025-03-03,5.39,False,False,False,2025-01-01,2025-03-03
PROD-2025-000448,LOW-HOM-0448,Lowes Kitchen Advanced 2025,Home & Garden,Kitchen,Lowes,1034.08,772.85,89,4.21,27,2025-11-17,3.42,False,False,False,2025-01-01,2025-11-17
PROD-2025-000449,NIK-SPO-0449,Nike Fitness Classic 2025,Sports,Fitness,Nike,1163.22,739.66,158,4.07,72,2025-11-29,7.21,False,False,False,2025-01-01,2025-11-29
PROD-2025-000450,CB2-HOM-0450,CB2 Lighting Advanced 2025,Home & Garden,Lighting,CB2,153.84,109.44,328,4.13,9,2025-12-29,9.32,True,False,False,2025-01-01,2025-12-29
PROD-2025-000451,CB2-HOM-0451,CB2 Kitchen Classic 2025,Home & Garden,Kitchen,CB2,658.57,466.49,357,4.48,1,2025-11-26,6.82,False,False,False,2025-01-01,2025-11-26
PROD-2025-000452,IKE-HOM-0452,IKEA Kitchen Max 2025,Home & Garden,Kitchen,IKEA,339.86,245.01,453,4.05,13,2025-12-19,7.88,False,False,False,2025-01-01,2025-12-19
PROD-2025-000453,DC-BOO-0453,DC Non-Fiction Max 2025,Books,Non-Fiction,DC,63.43,44.33,150,4.61,47,2025-09-10,7.72,False,False,False,2025-01-01,2025-09-10
PROD-2025-000454,GOO-ELE-0454,Google Tablets Ultra 2025,Electronics,Tablets,Google,998.54,780.39,245,4.45,14,2025-05-19,5.15,True,True,False,2025-01-01,2025-05-19
PROD-2025-000455,WIL-HOM-0455,Williams Sonoma Decor Advanced 2025,Home & Garden,Decor,Williams Sonoma,433.91,308.57,108,5.0,43,2025-12-07,4.26,True,False,False,2025-01-01,2025-12-07
PROD-2025-000456,CB2-HOM-0456,CB2 Garden Ultra 2025,Home & Garden,Garden,CB2,847.95,510.92,76,3.75,67,2025-01-08,8.85,False,False,False,2025-01-01,2025-01-08
PROD-2025-000457,PEN-BOO-0457,Penguin Fiction Ultra 2025,Books,Fiction,Penguin,55.28,33.72,71,4.41,84,2025-01-05,8.09,False,False,False,2025-01-01,2025-01-05
PROD-2025-000458,NIK-FAS-0458,Nike Clothing Premium 2025,Fashion,Clothing,Nike,164.8,105.68,139,4.16,7,2025-12-15,7.78,True,False,False,2025-01-01,2025-12-15
PROD-2025-000459,SCH-BOO-0459,Scholastic Comics Classic 2025,Books,Comics,Scholastic,11.95,7.66,280,4.39,99,2025-01-01,7.46,False,False,False,2025-01-01,2025-01-01
PROD-2025-000460,WIL-HOM-0460,Williams Sonoma Garden Classic 2025,Home & Garden,Garden,Williams Sonoma,1391.63,864.94,50,4.17,5,2025-12-10,8.89,False,False,False,2025-01-01,2025-12-10
PROD-2025-000461,CLI-HEA-0461,Clinique Skincare Advanced 2025,Health & Beauty,Skincare,Clinique,145.25,88.88,470,3.72,46,2025-07-11,1.72,False,False,False,2025-01-01,2025-07-11
PROD-2025-000462,SAM-ELE-0462,Samsung Smart Home Elite 2025,Electronics,Smart Home,Samsung,277.88,204.12,282,4.94,3,2025-12-01,9.67,False,False,False,2025-01-01,2025-12-01
PROD-2025-000463,NIK-SPO-0463,Nike Water Sports Elite 2025,Sports,Water Sports,Nike,52.42,35.81,242,3.17,31,2025-07-02,9.49,False,False,False,2025-01-01,2025-07-02
PROD-2025-000464,HOM-HOM-0464,Home Depot Decor Max 2025,Home & Garden,Decor,Home Depot,1281.55,793.68,264,5.0,33,2025-10-26,9.12,False,False,False,2025-01-01,2025-10-26
PROD-2025-000465,PRA-FAS-0465,Prada Clothing Smart 2025,Fashion,Clothing,Prada,141.25,92.45,247,5.0,84,2025-05-24,5.88,True,False,False,2025-01-01,2025-05-24
PROD-2025-000466,WIL-HOM-0466,Williams Sonoma Garden Ultra 2025,Home & Garden,Garden,Williams Sonoma,709.53,429.59,440,4.87,17,2025-08-05,7.61,True,False,False,2025-01-01,2025-08-05
PROD-2025-000467,CLI-HEA-0467,Clinique Makeup Max 2025,Health & Beauty,Makeup,Clinique,309.88,240.86,385,3.73,58,2025-01-08,7.02,False,False,False,2025-01-01,2025-01-08
PROD-2025-000468,REI-SPO-0468,REI Fitness Advanced 2025,Sports,Fitness,REI,1006.94,779.33,281,4.81,12,2025-01-17,1.13,False,False,False,2025-01-01,2025-01-17
PROD-2025-000469,UNI-FAS-0469,Uniqlo Shoes Pro 2025,Fashion,Shoes,Uniqlo,297.1,195.54,301,3.43,21,2025-02-25,7.61,True,False,False,2025-01-01,2025-02-25
PROD-2025-000470,THE-HEA-0470,The Body Shop Personal Care Pro 2025,Health & Beauty,Personal Care,The Body Shop,103.6,79.08,89,3.51,55,2025-10-28,2.29,False,False,False,2025-01-01,2025-10-28
PROD-2025-000471,REI-SPO-0471,REI Team Sports Elite 2025,Sports,Team Sports,REI,87.44,65.79,32,4.1,4,2025-03-12,4.38,True,False,False,2025-01-01,2025-03-12
PROD-2025-000472,THE-HEA-0472,The Body Shop Personal Care Pro 2025,Health & Beauty,Personal Care,The Body Shop,65.16,47.2,242,4.35,158,2025-04-24,4.85,True,False,False,2025-01-01,2025-04-24
PROD-2025-000473,HAR-BOO-0473,HarperCollins Children Elite 2025,Books,Children,HarperCollins,48.64,37.81,325,5.0,142,2025-04-20,5.03,False,False,True,2025-01-01,2025-04-20
PROD-2025-000474,UNI-FAS-0474,Uniqlo Jewelry Classic 2025,Fashion,Jewelry,Uniqlo,549.97,337.0,321,4.01,43,2025-12-20,3.4,True,False,False,2025-01-01,2025-12-20
PROD-2025-000475,MAR-BOO-0475,Marvel Comics Smart 2025,Books,Comics,Marvel,14.28,11.0,340,5.0,194,2025-06-02,3.76,False,False,True,2025-01-01,2025-06-02
PROD-2025-000476,ULT-HEA-0476,Ulta Skincare Elite 2025,Health & Beauty,Skincare,Ulta,211.66,133.96,261,4.09,118,2025-03-09,8.36,True,False,False,2025-01-01,2025-03-09
PROD-2025-000477,UNI-FAS-0477,Uniqlo Clothing Pro 2025,Fashion,Clothing,Uniqlo,184.89,111.17,264,4.31,52,2025-10-23,4.18,True,False,False,2025-01-01,2025-10-23
PROD-2025-000478,THE-HEA-0478,The Body Shop Personal Care Ultra 2025,Health & Beauty,Personal Care,The Body Shop,302.08,218.2,332,3.47,40,2025-01-14,9.68,False,False,False,2025-01-01,2025-01-14
PROD-2025-000479,CLI-HEA-0479,Clinique Makeup Premium 2025,Health & Beauty,Makeup,Clinique,292.68,178.85,260,4.75,36,2025-02-21,3.33,True,False,False,2025-01-01,2025-02-21
PROD-2025-000480,PRA-FAS-0480,Prada Jewelry Premium 2025,Fashion,Jewelry,Prada,302.19,236.12,398,4.05,41,2025-10-30,4.85,False,False,False,2025-01-01,2025-10-30
PROD-2025-000481,L'O-HEA-0481,L'Oreal Personal Care Ultra 2025,Health & Beauty,Personal Care,L'Oreal,155.58,101.33,420,3.95,11,2025-01-12,2.17,False,False,False,2025-01-01,2025-01-12
PROD-2025-000482,UND-SPO-0482,Under Armour Outdoor Max 2025,Sports,Outdoor,Under Armour,162.54,106.62,46,4.38,43,2025-01-31,0.14,True,False,False,2025-01-01,2025-01-31
PROD-2025-000483,H&M-FAS-0483,H&M Clothing Ultra 2025,Fashion,Clothing,H&M,25.06,16.14,275,4.76,20,2025-12-16,6.2,False,False,False,2025-01-01,2025-12-16
PROD-2025-000484,CLI-HEA-0484,Clinique Skincare Classic 2025,Health & Beauty,Skincare,Clinique,34.63,22.92,203,3.88,66,2025-05-14,4.19,False,False,False,2025-01-01,2025-05-14
PROD-2025-000485,RAN-BOO-0485,Random House E-books Ultra 2025,Books,E-books,Random House,36.03,22.63,231,4.32,52,2025-02-07,0.3,True,False,False,2025-01-01,2025-02-07
PROD-2025-000486,RAN-BOO-0486,Random House Non-Fiction Pro 2025,Books,Non-Fiction,Random House,28.35,17.36,443,3.75,114,2025-11-24,1.85,False,False,False,2025-01-01,2025-11-24
PROD-2025-000487,HAR-BOO-0487,HarperCollins Fiction Classic 2025,Books,Fiction,HarperCollins,23.65,17.22,461,4.78,19,2025-05-29,9.3,False,False,False,2025-01-01,2025-05-29
PROD-2025-000488,DC-BOO-0488,DC Educational Advanced 2025,Books,Educational,DC,33.74,20.49,311,4.93,43,2025-11-14,6.67,True,False,False,2025-01-01,2025-11-14
PROD-2025-000489,ADI-FAS-0489,Adidas Accessories Ultra 2025,Fashion,Accessories,Adidas,603.09,461.49,226,3.66,22,2025-05-16,0.49,False,False,False,2025-01-01,2025-05-16
PROD-2025-000490,PAT-SPO-0490,Patagonia Individual Sports Premium 2025,Sports,Individual Sports,Patagonia,902.28,643.75,496,4.4,58,2025-10-14,6.21,False,False,False,2025-01-01,2025-10-14
PROD-2025-000491,PRA-FAS-0491,Prada Clothing Elite 2025,Fashion,Clothing,Prada,819.69,624.5,304,4.13,36,2025-08-04,7.53,True,False,False,2025-01-01,2025-08-04
PROD-2025-000492,HAR-BOO-0492,HarperCollins Comics Smart 2025,Books,Comics,HarperCollins,10.47,6.36,470,5.0,254,2025-10-31,3.99,False,False,True,2025-01-01,2025-10-31
PROD-2025-000493,UNI-FAS-0493,Uniqlo Shoes Advanced 2025,Fashion,Shoes,Uniqlo,700.53,512.86,395,4.61,3,2025-11-09,1.55,False,False,False,2025-01-01,2025-11-09
PROD-2025-000494,WES-HOM-0494,West Elm Lighting Max 2025,Home & Garden,Lighting,West Elm,1309.19,992.79,466,2.94,43,2025-11-30,5.13,False,False,False,2025-01-01,2025-11-30
PROD-2025-000495,LOW-HOM-0495,Lowes Decor Smart 2025,Home & Garden,Decor,Lowes,783.91,559.31,36,5.0,72,2025-05-09,9.01,False,False,False,2025-01-01,2025-05-09
PROD-2025-000496,HP-ELE-0496,HP Smart Home Premium 2025,Electronics,Smart Home,HP,702.02,491.96,174,5.0,39,2025-07-31,7.56,False,False,False,2025-01-01,2025-07-31
PROD-2025-000497,IKE-HOM-0497,IKEA Decor Max 2025,Home & Garden,Decor,IKEA,1019.1,776.51,153,5.0,172,2025-01-08,6.35,True,False,True,2025-01-01,2025-01-08
PROD-2025-000498,CB2-HOM-0498,CB2 Lighting Premium 2025,Home & Garden,Lighting,CB2,284.25,216.99,352,4.78,24,2025-06-02,1.74,True,False,False,2025-01-01,2025-06-02
PROD-2025-000499,DEL-ELE-0499,Dell Tablets Elite 2025,Electronics,Tablets,Dell,134.83,84.54,139,4.11,29,2025-07-05,3.61,True,True,False,2025-01-01,2025-07-05
PROD-2025-000500,CLI-HEA-0500,Clinique Wellness Classic 2025,Health & Beauty,Wellness,Clinique,132.11,94.44,79,4.32,13,2025-03-05,0.28,False,False,False,2025-01-01,2025-03-05
PROD-2025-000501,RAN-BOO-0501,Random House Educational Elite 2025,Books,Educational,Random House,8.86,6.91,429,4.85,31,2025-12-29,9.32,False,False,False,2025-01-01,2025-12-29
PROD-2025-000502,HP-ELE-0502,HP Laptops Ultra 2025,Electronics,Laptops,HP,2414.19,1686.59,169,4.51,38,2025-01-18,1.62,True,False,False,2025-01-01,2025-01-18
PROD-2025-000503,PAT-SPO-0503,Patagonia Outdoor Advanced 2025,Sports,Outdoor,Patagonia,756.43,462.95,357,4.08,90,2025-06-19,3.94,False,False,False,2025-01-01,2025-06-19
PROD-2025-000504,ADI-FAS-0504,Adidas Jewelry Ultra 2025,Fashion,Jewelry,Adidas,327.11,220.53,385,4.18,60,2025-07-15,9.97,False,False,False,2025-01-01,2025-07-15
PROD-2025-000505,MIC-ELE-0505,Microsoft Tablets Advanced 2025,Electronics,Tablets,Microsoft,439.67,304.72,257,4.72,236,2025-04-01,9.26,False,False,True,2025-01-01,2025-04-01
PROD-2025-000506,PAT-SPO-0506,Patagonia Individual Sports Ultra 2025,Sports,Individual Sports,Patagonia,1097.81,664.4,314,4.33,20,2025-08-02,8.15,True,False,False,2025-01-01,2025-08-02
PROD-2025-000507,CB2-HOM-0507,CB2 Lighting Elite 2025,Home & Garden,Lighting,CB2,493.99,348.39,292,4.72,9,2025-07-24,6.31,True,False,False,2025-01-01,2025-07-24
PROD-2025-000508,CB2-HOM-0508,CB2 Furniture Ultra 2025,Home & Garden,Furniture,CB2,527.39,363.55,243,3.74,41,2025-04-16,7.46,True,False,False,2025-01-01,2025-04-16
PROD-2025-000509,CLI-HEA-0509,Clinique Skincare Classic 2025,Health & Beauty,Skincare,Clinique,279.46,193.45,428,3.84,77,2025-05-09,6.07,False,False,False,2025-01-01,2025-05-09
PROD-2025-000510,MAR-BOO-0510,Marvel E-books Premium 2025,Books,E-books,Marvel,62.77,47.99,482,4.39,245,2025-03-12,2.79,False,False,False,2025-01-01,2025-03-12
PROD-2025-000511,HP-ELE-0511,HP Gaming Smart 2025,Electronics,Gaming,HP,1732.62,1114.72,330,5.0,86,2025-10-30,4.77,True,True,False,2025-01-01,2025-10-30
PROD-2025-000512,PRA-FAS-0512,Prada Jewelry Smart 2025,Fashion,Jewelry,Prada,290.67,193.25,267,5.0,11,2025-04-23,1.57,False,False,False,2025-01-01,2025-04-23
PROD-2025-000513,GOO-ELE-0513,Google Gaming Elite 2025,Electronics,Gaming,Google,3174.02,2129.18,457,4.23,44,2025-02-09,6.15,False,False,False,2025-01-01,2025-02-09
PROD-2025-000514,GUC-FAS-0514,Gucci Accessories Pro 2025,Fashion,Accessories,Gucci,299.63,202.78,298,4.9,24,2025-08-03,5.97,False,False,False,2025-01-01,2025-08-03
PROD-2025-000515,SON-ELE-0515,Sony Smart Home Ultra 2025,Electronics,Smart Home,Sony,2574.7,1955.13,275,5.0,39,2025-03-09,3.76,False,True,False,2025-01-01,2025-03-09
PROD-2025-000516,HAR-BOO-0516,HarperCollins Children Advanced 2025,Books,Children,HarperCollins,30.4,21.27,308,4.53,6,2025-08-05,0.81,True,False,False,2025-01-01,2025-08-05
PROD-2025-000517,NIK-FAS-0517,Nike Accessories Pro 2025,Fashion,Accessories,Nike,435.33,342.44,60,4.53,31,2025-01-27,2.79,False,False,False,2025-01-01,2025-01-27
PROD-2025-000518,SCH-BOO-0518,Scholastic Comics Classic 2025,Books,Comics,Scholastic,50.52,31.17,88,3.72,149,2025-03-29,6.0,False,False,False,2025-01-01,2025-03-29
PROD-2025-000519,H&M-FAS-0519,H&M Accessories Advanced 2025,Fashion,Accessories,H&M,610.13,398.02,332,4.45,0,2025-11-12,9.67,False,False,False,2025-01-01,2025-11-12
PROD-2025-000520,PRA-FAS-0520,Prada Shoes Max 2025,Fashion,Shoes,Prada,272.69,198.24,144,4.3,87,2025-03-16,0.46,True,False,False,2025-01-01,2025-03-16
PROD-2025-000521,ZAR-FAS-0521,Zara Bags Elite 2025,Fashion,Bags,Zara,442.64,319.89,172,4.57,74,2025-10-24,0.43,False,False,False,2025-01-01,2025-10-24
PROD-2025-000522,NIK-FAS-0522,Nike Watches Elite 2025,Fashion,Watches,Nike,61.46,45.31,39,4.28,15,2025-03-27,1.95,False,False,False,2025-01-01,2025-03-27
PROD-2025-000523,NIK-SPO-0523,Nike Fitness Max 2025,Sports,Fitness,Nike,304.56,190.01,418,4.35,29,2025-12-12,4.77,True,False,False,2025-01-01,2025-12-12
PROD-2025-000524,APP-ELE-0524,Apple Laptops Pro 2025,Electronics,Laptops,Apple,810.37,551.68,309,4.92,14,2025-02-07,2.89,False,False,False,2025-01-01,2025-02-07
PROD-2025-000525,ADI-FAS-0525,Adidas Clothing Advanced 2025,Fashion,Clothing,Adidas,625.11,474.7,228,4.17,74,2025-07-25,7.16,True,False,False,2025-01-01,2025-07-25
PROD-2025-000526,GOO-ELE-0526,Google Gaming Premium 2025,Electronics,Gaming,Google,83.47,59.12,333,3.89,108,2025-03-08,7.96,True,True,False,2025-01-01,2025-03-08
PROD-2025-000527,ADI-SPO-0527,Adidas Water Sports Premium 2025,Sports,Water Sports,Adidas,851.07,619.25,314,4.89,17,2025-10-26,4.69,True,False,False,2025-01-01,2025-10-26
PROD-2025-000528,SCH-BOO-0528,Scholastic E-books Elite 2025,Books,E-books,Scholastic,26.35,16.92,16,3.92,19,2025-05-10,5.12,True,False,False,2025-01-01,2025-05-10
PROD-2025-000529,CLI-HEA-0529,Clinique Skincare Premium 2025,Health & Beauty,Skincare,Clinique,249.78,173.44,210,4.36,43,2025-01-01,5.34,False,False,False,2025-01-01,2025-01-01
PROD-2025-000530,WIL-HOM-0530,Williams Sonoma Tools Pro 2025,Home & Garden,Tools,Williams Sonoma,1113.17,880.17,35,3.65,101,2025-07-26,9.95,True,False,False,2025-01-01,2025-07-26
PROD-2025-000531,MAR-BOO-0531,Marvel Non-Fiction Max 2025,Books,Non-Fiction,Marvel,50.73,32.49,372,4.04,103,2025-03-05,1.73,False,False,False,2025-01-01,2025-03-05
PROD-2025-000532,LOW-HOM-0532,Lowes Garden Max 2025,Home & Garden,Garden,Lowes,49.39,32.07,325,4.13,210,2025-03-02,7.42,False,False,False,2025-01-01,2025-03-02
PROD-2025-000533,ULT-HEA-0533,Ulta Personal Care Classic 2025,Health & Beauty,Personal Care,Ulta,241.81,183.36,493,4.11,75,2025-11-15,6.12,False,False,False,2025-01-01,2025-11-15
PROD-2025-000534,ULT-HEA-0534,Ulta Wellness Ultra 2025,Health & Beauty,Wellness,Ulta,258.21,204.23,447,3.91,40,2025-12-20,0.62,False,False,False,2025-01-01,2025-12-20
PROD-2025-000535,MIC-ELE-0535,Microsoft Smart Home Classic 2025,Electronics,Smart Home,Microsoft,1448.52,1026.1,458,5.0,6,2025-09-09,4.89,False,False,False,2025-01-01,2025-09-09
PROD-2025-000536,DC-BOO-0536,DC E-books Max 2025,Books,E-books,DC,9.81,6.67,90,3.86,88,2025-01-14,4.81,False,False,False,2025-01-01,2025-01-14
PROD-2025-000537,GOO-ELE-0537,Google Tablets Classic 2025,Electronics,Tablets,Google,1176.26,920.54,97,3.69,27,2025-09-17,8.01,False,False,False,2025-01-01,2025-09-17
PROD-2025-000538,WES-HOM-0538,West Elm Lighting Max 2025,Home & Garden,Lighting,West Elm,278.79,170.43,317,4.21,79,2025-07-12,0.8,True,False,False,2025-01-01,2025-07-12
PROD-2025-000539,RAN-BOO-0539,Random House Non-Fiction Classic 2025,Books,Non-Fiction,Random House,10.72,8.56,244,3.55,16,2025-08-31,5.23,False,False,False,2025-01-01,2025-08-31
PROD-2025-000540,APP-ELE-0540,Apple Smart Home Elite 2025,Electronics,Smart Home,Apple,1659.12,1232.05,129,5.0,8,2025-09-28,1.32,False,False,False,2025-01-01,2025-09-28
PROD-2025-000541,WES-HOM-0541,West Elm Garden Pro 2025,Home & Garden,Garden,West Elm,609.53,461.6,382,4.19,21,2025-12-26,4.47,False,False,False,2025-01-01,2025-12-26
PROD-2025-000542,THE-HEA-0542,The Body Shop Personal Care Ultra 2025,Health & Beauty,Personal Care,The Body Shop,52.91,39.63,132,3.82,52,2025-08-19,1.05,False,False,False,2025-01-01,2025-08-19
PROD-2025-000543,SAM-ELE-0543,Samsung Laptops Advanced 2025,Electronics,Laptops,Samsung,2362.64,1439.53,90,4.6,83,2025-03-05,0.72,False,False,False,2025-01-01,2025-03-05
